Name,Category,Reinforcement,Damage,Damage Reduction,Aux Effects,Stat Requirements,Stat Bonuses,Critical,Weight,Stability,Durability,Sell Price,Spell Buff,Range,Buffable,Infusable
Hand of Malenia,Daggers,Regular,65/0/0/0/0,35/20/15/15/20,0/0/0,5/9/0/0,E/C/-/-,130,1.5,15,50,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Daggers,Regular,89/0/0/0/0,35/20/15/15/20,0/0/0,7/12/0/0,E/D/-/-,125,1.5,15,50,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Axes,Regular,95/0/0/0/0,60/40/30/30/40,0/0/0,24/0/0/0,A/-/-/-,100,7.0,35,75,500.0,0.0,0.0,No,No
Noble's Estoc,Spears,Regular,39/0/96/0/0,40/25/20/20/25,0/0/0,10/12/0/0,D/D/-/-,100,5.0,20,25,100.0,0.0,0.0,No,No
Darkmoon Bow,Curved Swords,Boss,78/78/0/0/0,40/30/25/25/30,0/0/0,10/16/0/0,-/C/D/-,100,2.5,25,70,1000.0,0.0,0.0,No,No
Gravelord Sword,Great Hammers,Boss,180/0/69/0/0,60/45/40/40/45,0/0/0,30/0/10/10,D/-/D/D,100,18.5,45,185,1000.0,0.0,0.0,No,No
Blasphemous Blade,Greatswords,Boss,147/0/0/0/0,50/35/30/30/35,0/0/0,19/13/0/0,C/D/-/-,100,9.0,40,55,2000.0,0.0,0.0,No,No
Rivers of Blood,Curved Swords,Regular,117/0/0/0/0,45/30/25/25/30,0/0/0,9/13/0/0,D/D/-/-,100,4.0,35,70,100.0,0.0,0.0,Yes,Yes
Hand of Malenia,Curved Swords,Regular,117/0/0/0/0,45/30/25/25/30,0/0/0,9/13/0/0,D/D/-/-,100,4.0,35,70,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Halberds,Regular,141/0/0/0/0,45/30/25/25/30,0/0/0,17/11/0/0,D/E/-/-,100,11.0,25,95,100.0,0.0,0.0,Yes,Yes
Uchigatana,Greatshields,Boss,132/0/0/0/0,100/74/76/63/73,0/0/0,40/0/0/0,D/-/-/-,100,20.5,73,205,1000.0,0.0,0.0,No,No
Rivers of Blood,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Bows,Bow,67/0/0/0/0,-/-/-/-/-,0/0/0,9/18/0/0,E/C/-/-,100,3.0,-,65,150.0,0.0,63.0,No,No
Lothric Knight Sword,Great Hammers,Unique,200/0/0/0/0,70/50/45/45/50,0/0/0,50/0/0/30,D/-/-/D,100,24.0,45,250,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Normal Shields,Regular,88/0/0/0/0,84/47/69/64/67,0/0/0,12/0/0/0,D/-/-/-,100,4.0,57,70,200.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Normal Shields,Unique,63/0/0/0/0,73/79/69/69/72,0/0/0,8/12/0/0,D/-/-/-,100,3.5,42,65,300.0,0.0,0.0,Yes,No
Black Knight Halberd,Axes,Regular,104/0/0/0/0,40/30/25/25/30,0/0/0,8/8/0/0,D/D/-/-,100,1.5,30,55,30.0,0.0,0.0,Yes,Yes
Rivers of Blood,Ultra Greatswords,Unique,149/0/0/0/0,80/55/65/60/65,0/0/0,50/10/0/0,A/E/-/-,100,25.5,55,170,100.0,0.0,0.0,Yes,No
Bloodhound Fang,Axes,Regular,95/0/0/0/0,60/40/30/30/40,0/0/0,24/0/0/0,A/-/-/-,100,7.0,35,75,500.0,0.0,0.0,No,No
Dragon Slayer Spear,Greataxes,Regular,188/0/0/0/0,55/45/40/40/45,0/0/0,32/8/0/0,D/E/-/-,100,16.0,40,135,150.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Greatshields,Regular,107/0/0/0/0,100/75/45/80/75,0/0/0,45/0/0/0,C/-/-/-,100,21.5,60,150,500.0,0.0,0.0,Yes,Yes
Great Club,Greatswords,Unique,173/0/0/0/0,55/40/40/35/40,0/0/0,20/18/0/0,D/D/-/-,100,10.0,40,100,500.0,0.0,0.0,No,No
Moonlight Greatsword,Ultra Greatswords,Boss,161/0/0/0/0,55/45/40/40/45,0/0/0,22/10/0/0,C/D/-/-,100,13.5,45,100,0.0,0.0,0.0,No,No
Black Knight Halberd,Thrusting Swords,Regular,95/0/0/0/0,35/20/15/15/20,0/0/0,7/12/0/0,E/C/-/-,130,2.0,15,60,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Pikes,Regular,105/0/0/0/0,45/30/25/25/30,0/0/0,18/14/0/0,D/C/-/-,100,7.5,25,80,100.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Curved Swords,Regular,93/0/0/0/0,40/35/25/25/35,0/30/0,10/18/0/0,D/D/-/-,100,6.5,30,70,70.0,0.0,0.0,Yes,Yes
Erdtree Bow,Hammers,Unique,93/70/0/0/0,50/30/25/25/30,0/0/0,12/10/19/0,D/E/B/-,100,4.5,35,70,1500.0,208.0,0.0,No,No
Moonlight Greatsword,Staves,Unique,90/0/0/0/0,30/25/10/10/15,0/0/0,9/0/18/0,D/-/-/-,100,3.0,15,65,250.0,100.0,0.0,No,No
Noble's Estoc,Ultra Greatswords,Boss,161/0/0/0/0,55/45/40/40/45,0/0/0,22/10/0/0,C/D/-/-,100,13.5,45,100,0.0,0.0,0.0,No,No
Malenia's Winged Blade,Curved Swords,Boss,79/62/62/0/0,50/40/35/25/30,0/0/0,12/20/9/9,D/D/D/D,100,8.5,35,80,1000.0,0.0,0.0,No,No
Reduvia,Chimes,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,3/0/0/18,E/-/-/C,100,0.5,10,45,100.0,198.0,0.0,No,No
Ringed Knight Paired Greatswords,Daggers,Regular,60/0/0/0/0,30/20/15/15/20,0/0/0,5/14/0/0,E/C/-/-,110,1.0,15,40,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Curved Swords,Regular,117/0/0/0/0,45/30/25/25/30,0/0/0,9/13/0/0,D/D/-/-,100,4.0,35,70,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Greatshields,Regular,106/0/0/0/0,84/59/63/66/59,0/0/0,16/0/0/0,D/-/-/-,100,7.0,63,105,350.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Greataxes,Regular,167/0/0/0/0,50/40/35/35/40,0/0/0,24/10/0/0,D/E/-/-,100,14.0,35,85,200.0,0.0,0.0,Yes,Yes
Rivers of Blood,Small Shields,Regular,69/0/0/0/0,52/63/46/36/25,0/0/0,10/0/0/0,E/-/-/-,100,1.5,39,55,65.0,0.0,0.0,Yes,Yes
Noble's Estoc,Halberds,Regular,119/0/0/0/0,40/25/20/20/25,0/0/0,14/12/0/0,D/D/-/-,100,6.0,20,75,300.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Great Hammers,Regular,149/0/0/0/0,55/40/35/35/40,0/43/0,21/13/0/0,C/-/-/-,100,16.0,40,140,100.0,0.0,0.0,Yes,Yes
Uchigatana,Great Hammers,Unique,170/0/0/0/0,85/55/60/55/55,0/0/0,60/0/0/0,B/-/-/-,100,28.0,50,310,1000.0,0.0,0.0,No,No
Reduvia,Axes,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,9/8/0/0,D/D/-/-,100,2.5,30,60,100.0,0.0,0.0,Yes,Yes
Great Club,Halberds,Regular,126/0/0/0/0,40/25/20/20/25,0/0/0,15/13/0/0,D/D/-/-,100,7.5,20,75,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Greataxes,Boss,154/0/0/0/0,55/45/40/40/45,0/0/0,24/0/0/15,C/-/-/D,100,17.0,40,115,500.0,0.0,0.0,No,No
Malenia's Winged Blade,Fists,Boss,111/0/77/0/0,0/0/0/0/0,0/0/0,20/8/9/9,D/-/E/E,100,5.5,0,100,1000.0,0.0,0.0,No,No
Moonlight Greatsword,Greataxes,Boss,154/0/0/0/0,55/45/40/40/45,0/0/0,24/0/0/15,C/-/-/D,100,17.0,40,115,500.0,0.0,0.0,No,No
Black Knight Halberd,Daggers,Regular,64/0/0/0/0,35/20/15/15/20,36/0/0,10/8/0/0,E/C/-/-,100,2.0,15,45,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Greataxes,Boss,185/0/0/0/0,55/45/40/40/45,0/0/0,38/10/0/0,C/-/-/-,100,19.0,40,140,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Normal Shields,Boss,104/0/0/0/0,100/61/63/43/61,0/0/0,18/0/0/0,D/-/-/-,100,5.5,58,110,500.0,0.0,0.0,Yes,No
Gravelord Sword,Hammers,Regular,122/0/0/0/0,45/30/25/25/30,0/30/0,11/9/0/0,D/E/-/-,100,5.0,30,75,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Small Shields,Regular,69/0/0/0/0,59/63/33/36/25,0/0/0,8/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Pikes,Unique,126/0/12/0/0,45/30/20/20/30,0/0/0,15/17/0/0,D/D/E/E,100,9.0,25,90,800.0,0.0,0.0,No,No
Rivers of Blood,Greatswords,Boss,151/0/0/0/0,45/35/30/30/45,0/0/0,13/13/0/13,D/E/-/D,100,7.5,30,70,1000.0,0.0,0.0,No,No
Old King's Great Hammer,Spears,Regular,39/0/96/0/0,40/25/20/20/25,0/0/0,10/12/0/0,D/D/-/-,100,5.0,20,25,100.0,0.0,0.0,No,No
Black Knight Halberd,Daggers,Regular,60/0/0/0/0,30/20/15/15/20,0/0/0,5/14/0/0,E/C/-/-,110,1.0,15,40,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Normal Shields,Unique,95/0/0/0/0,100/67/89/43/53,0/0/0,14/0/0/0,D/-/-/-,100,5.0,49,90,500.0,0.0,0.0,Yes,No
Rivers of Blood,Greatswords,Boss,69/130/0/0/0,55/60/35/35/40,0/0/0,16/11/26/0,E/-/C/-,100,10.5,40,75,2000.0,0.0,0.0,No,No
Blasphemous Blade,Normal Shields,Regular,76/0/0/0/0,55/70/53/56/46,0/0/0,8/0/0/0,D/-/-/-,100,2.0,45,50,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Small Shields,Boss,116/0/12/0/0,70/65/90/35/55,0/0/0,12/0/11/12,D/-/E/E,100,4.5,40,85,500.0,0.0,0.0,Yes,No
Godfrey's Axe,Curved Swords,Boss,78/78/0/0/0,40/30/25/25/30,0/0/0,10/16/0/0,-/C/D/-,100,2.5,25,70,1000.0,0.0,0.0,No,No
Moonlight Greatsword,Spears,Boss,128/0/0/34/0,55/35/30/30/35,0/0/0,16/22/0/18,D/D/-/D,100,14.5,25,100,1000.0,0.0,0.0,No,No
Lothric Knight Sword,Axes,Boss,156/0/0/0/0,55/40/30/30/40,0/0/0,20/8/0/0,D/E/-/-,100,6.5,35,90,500.0,0.0,0.0,No,No
Lothric Knight Sword,Chimes,Unique,74/0/0/0/0,25/15/10/15/20,0/0/0,3/0/12/12,E/-/C/B,100,0.5,10,45,500.0,312.0,0.0,No,No
Malenia's Winged Blade,Greataxes,Boss,185/0/0/0/0,55/45/40/40/45,0/0/0,38/10/0/0,C/-/-/-,100,19.0,40,140,1000.0,0.0,0.0,No,No
Blasphemous Blade,Hammers,Regular,122/0/0/0/0,45/30/25/25/30,0/30/0,11/9/0/0,D/E/-/-,100,5.0,30,75,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Greataxes,Regular,188/0/0/0/0,55/45/40/40/45,0/0/0,32/8/0/0,D/E/-/-,100,16.0,40,135,150.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Greataxes,Unique,201/0/0/0/0,60/45/50/40/45,0/0/0,36/18/0/0,C/D/-/-,100,19.5,40,150,500.0,0.0,0.0,No,No
Hand of Malenia,Greatswords,Boss,110/86/0/0/0,50/35/30/30/35,0/0/0,17/15/12/0,D/D/C/-,100,9.0,40,85,1000.0,0.0,0.0,No,No
Old King's Great Hammer,Chimes,Unique,74/0/0/0/0,25/15/10/10/15,0/0/0,4/0/0/18,E/-/-/C,100,0.5,10,50,300.0,200.0,0.0,No,No
Moonlight Greatsword,Greatshields,Regular,111/0/0/0/0,100/63/59/54/63,0/0/0,30/10/0/0,D/-/-/-,100,15.0,59,115,90.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Straight Swords,Unique,131/0/0/0/0,45/35/25/25/35,0/34/0,12/17/0/0,D/D/-/-,100,4.0,35,80,1000.0,0.0,0.0,No,No
Moonlight Greatsword,Spears,Regular,98/0/0/0/0,45/30/25/25/30,0/0/0,12/12/0/16,E/E/-/D,100,8.5,25,70,1000.0,0.0,0.0,Yes,Yes
Gravelord Sword,Normal Shields,Unique,95/0/0/0/0,100/67/56/83/53,0/0/0,14/0/0/0,D/-/-/-,100,5.0,49,90,100.0,0.0,0.0,Yes,No
Uchigatana,Greatshields,Regular,112/0/0/0/0,100/69/83/53/69,0/0/0,32/0/0/0,D/-/-/-,100,14.5,64,150,500.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Hammers,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,18/16/0/0,C/E/-/-,100,9.0,30,80,350.0,0.0,0.0,Yes,Yes
Reduvia,Katanas,Regular,122/0/0/0/0,50/30/25/25/30,0/30/0,18/18/0/0,E/C/-/-,100,6.5,35,50,300.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Greatshields,Boss,125/0/0/0/0,100/75/69/63/75,0/0/0,34/0/0/0,D/-/-/-,100,17.0,66,150,100.0,0.0,0.0,Yes,No
Bloodhound Fang,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Great Hammers,Unique,170/0/0/0/0,55/40/35/35/40,0/0/0,40/0/0/0,C/-/-/-,100,15.0,40,150,300.0,0.0,0.0,No,No
Godfrey's Axe,Daggers,Boss,106/0/0/0/0,35/20/15/15/20,0/0/0,8/14/0/0,E/E/-/-,110,2.0,20,50,50.0,0.0,0.0,No,No
Blasphemous Blade,Bows,Bow,77/0/0/0/0,-/-/-/-/-,0/0/0,7/12/0/0,E/D/-/-,100,2.0,-,40,100.0,0.0,42.0,No,No
Gravelord Sword,Greataxes,Boss,154/0/0/0/0,55/45/40/40/45,0/0/0,24/0/0/15,C/-/-/D,100,17.0,40,115,500.0,0.0,0.0,No,No
Erdtree Bow,Axes,Regular,105/0/0/105/0,45/30/25/25/30,0/0/0,18/14/0/0,D/E/-/-,100,4.0,30,70,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Halberds,Regular,145/0/0/0/0,50/30/25/25/30,0/0/0,26/16/0/0,D/E/-/-,100,14.0,25,145,300.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Ultra Greatswords,Boss,151/0/79/0/0,60/45/40/40/45,0/0/0,26/10/0/0,D/D/D/D,100,14.0,45,115,0.0,0.0,0.0,No,No
Uchigatana,Curved Swords,Regular,105/0/0/0/0,55/35/30/30/35,0/30/0,15/18/0/0,D/D/-/-,100,5.5,35,45,150.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Spears,Unique,73/77/0/0/0,40/30/20/20/25,0/0/0,10/10/18/14,E/D/-/B,100,3.0,20,50,1000.0,220.0,0.0,No,No
Uchigatana,Fists,Boss,111/0/77/0/0,0/0/0/0/0,0/0/0,20/8/9/9,D/-/E/E,100,5.5,0,100,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Straight Swords,Unique,120/0/11/0/0,45/30/25/25/30,0/0/0,17/15/0/0,C/D/E/E,100,4.5,30,70,800.0,0.0,0.0,No,No
Hand of Malenia,Normal Shields,Regular,86/0/0/0/0,91/49/51/32/56,0/30/0,12/12/0/0,D/-/-/-,100,3.5,48,75,210.0,0.0,0.0,Yes,Yes
Gravelord Sword,Talismans,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/10,E/-/-/B,100,0.5,10,50,100.0,226.0,0.0,No,No
Bloodhound Fang,Chimes,Unique,73/0/0/0/0,25/20/10/15/15,0/0/0,3/0/18/18,E/-/D/D,100,0.5,10,40,500.0,227.0,0.0,No,No
Uchigatana,Whips,Regular,102/0/0/0/0,25/15/10/10/15,36/0/0,9/20/0/0,-/D/-/-,100,2.5,10,50,400.0,0.0,0.0,Yes,No
Black Knight Halberd,Greatshields,Unique,143/0/0/0/0,100/83/83/82/83,0/0/0,40/0/0/0,D/-/-/-,100,28.0,75,270,500.0,0.0,0.0,Yes,No
Ringed Knight Paired Greatswords,Daggers,Regular,89/0/0/0/0,35/20/15/15/20,0/0/0,7/12/0/0,E/D/-/-,125,1.5,15,50,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Greatswords,Regular,138/0/0/0/0,50/35/30/30/35,0/0/0,16/13/0/0,D/D/-/-,100,9.0,35,75,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Ultra Greatswords,Boss,141/0/0/0/0,55/45/40/40/45,0/0/0,18/20/0/0,D/C/-/-,100,12.5,45,90,1000.0,0.0,0.0,No,No
Gravelord Sword,Axes,Regular,125/0/0/0/0,45/30/25/25/30,0/0/0,12/8/0/0,D/D/-/-,100,4.0,30,80,120.0,0.0,0.0,Yes,Yes
Reduvia,Daggers,Regular,93/0/0/0/0,40/25/20/20/25,0/0/0,12/16/0/0,E/E/-/-,110,2.5,20,55,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Ultra Greatswords,Regular,145/0/0/0/0,50/40/35/35/40,0/0/0,19/11/0/0,D/D/-/-,100,10.0,40,80,0.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Greataxes,Unique,201/0/0/0/0,60/45/50/40/45,0/0/0,36/18/0/0,C/D/-/-,100,19.5,40,150,500.0,0.0,0.0,No,No
Gravelord Sword,Straight Swords,Regular,99/0/0/0/0,45/30/25/25/30,0/0/0,8/10/0/0,D/C/-/-,110,2.0,30,65,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Spears,Unique,97/0/0/70/0,50/30/25/25/30,0/0/0,20/20/0/0,D/C/-/D,100,9.5,25,80,1000.0,0.0,0.0,No,No
Black Knight Halberd,Greataxes,Boss,185/0/0/0/0,55/45/40/40/45,0/0/0,38/10/0/0,C/-/-/-,100,19.0,40,140,1000.0,0.0,0.0,No,No
Lothric Knight Sword,Hammers,Regular,105/0/0/0/0,45/30/25/25/30,0/0/0,13/13/0/0,C/-/-/-,100,5.0,30,95,500.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Small Shields,Regular,74/0/0/0/0,62/68/45/46/36,0/0/0,10/0/0/0,E/-/-/-,100,1.5,41,55,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Straight Swords,Unique,120/0/0/0/0,60/40/35/30/35,0/0/0,12/12/0/0,D/D/-/-,100,5.5,50,70,500.0,0.0,0.0,No,No
Ringed Knight Paired Greatswords,Greatswords,Regular,138/0/0/0/0,50/35/30/30/35,0/0/0,16/13/0/0,D/D/-/-,100,9.0,35,75,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Great Hammers,Regular,148/0/0/0/0,50/35/45/40/35,0/0/0,22/0/0/0,C/-/-/-,100,10.0,40,125,75.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Normal Shields,Boss,104/0/0/0/0,100/61/63/43/61,0/0/0,18/0/0/0,D/-/-/-,100,5.5,58,110,500.0,0.0,0.0,Yes,No
Godfrey's Axe,Straight Swords,Regular,129/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/12,D/E/-/-,100,3.0,30,80,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Staves,Spell Tool,57/0/0/0/0,25/20/10/10/15,0/0/0,7/0/18/0,E/-/C/-,100,2.0,10,40,100.0,184.0,0.0,No,No
Erdtree Bow,Small Shields,Regular,69/0/0/0/0,52/63/40/36/39,0/0/0,7/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Staves,Spell Tool,86/0/0/0/20,30/20/10/10/25,0/0/0,6/0/12/0,D/D/B/E,100,3.0,15,55,300.0,239.0,0.0,No,No
Dragon Slayer Spear,Staves,Spell Tool,60/0/0/0/0,25/20/10/10/15,0/0/0,6/0/14/0,E/-/A/-,100,2.0,10,45,800.0,238.0,0.0,No,No
Noble's Estoc,Great Hammers,Unique,170/0/0/0/0,55/40/35/35/40,0/0/0,40/0/0/0,C/-/-/-,100,15.0,40,150,300.0,0.0,0.0,No,No
Dragonscale Blade,Bows,Bow,77/0/0/0/0,-/-/-/-/-,0/0/0,7/12/0/0,E/D/-/-,100,2.0,-,40,100.0,0.0,42.0,No,No
Blasphemous Blade,Great Hammers,Unique,200/0/0/0/0,70/50/45/45/50,0/0/0,50/0/0/30,D/-/-/D,100,24.0,45,250,1000.0,0.0,0.0,No,No
Black Knight Halberd,Hammers,Regular,122/0/0/0/0,45/30/25/25/30,0/30/0,11/9/0/0,D/E/-/-,100,5.0,30,75,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Talismans,Unique,74/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/24,E/-/C/B,100,0.5,10,50,500.0,307.0,0.0,No,No
Uchigatana,Straight Swords,Unique,112/0/0/0/0,45/30/25/25/30,0/0/0,12/12/0/16,D/D/-/C,100,3.0,30,70,500.0,0.0,0.0,Yes,No
Blasphemous Blade,Normal Shields,Boss,104/0/0/0/0,100/61/63/43/61,0/0/0,18/0/0/0,D/-/-/-,100,5.5,58,110,500.0,0.0,0.0,Yes,No
Godfrey's Axe,Axes,Boss,156/0/0/0/0,55/40/30/30/40,0/0/0,20/8/0/0,D/E/-/-,100,6.5,35,90,500.0,0.0,0.0,No,No
Lothric Knight Sword,Katanas,Regular,115/0/0/0/0,45/25/20/20/25,0/30/0,11/16/0/0,E/C/-/-,100,5.5,30,35,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Halberds,Unique,124/0/0/0/74,45/30/25/25/30,0/0/0,19/0/10/14,D/-/E/D,100,12.0,25,80,800.0,0.0,0.0,Yes,No
Uchigatana,Curved Swords,Regular,108/0/0/0/0,45/30/25/25/30,0/0/0,9/14/0/0,D/D/-/-,100,4.0,30,70,100.0,0.0,0.0,Yes,Yes
Hand of Malenia,Bows,Bow,77/0/0/0/0,-/-/-/-/-,0/0/0,7/12/0/0,E/D/-/-,100,2.0,-,40,100.0,0.0,42.0,No,No
Noble's Estoc,Curved Swords,Regular,106/0/0/0/0,40/35/25/25/35,0/30/0,12/19/0/0,E/C/-/-,100,3.0,30,55,150.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Greatshields,Unique,134/0/0/0/0,100/70/65/52/63,0/0/0,40/0/0/0,D/-/-/-,100,18.5,80,190,100.0,0.0,0.0,Yes,No
Darkmoon Bow,Great Hammers,Regular,122/0/100/0/0,55/40/35/35/40,0/0/0,22/0/9/9,D/-/E/E,100,11.0,45,150,800.0,0.0,0.0,No,No
Rivers of Blood,Daggers,Regular,85/0/0/0/0,30/20/15/15/20,0/0/0,4/8/0/0,E/E/-/-,110,0.5,15,40,1000.0,0.0,0.0,No,No
Bloodhound Fang,Halberds,Regular,132/0/0/0/0,40/25/20/20/25,0/0/0,26/16/0/0,C/E/-/-,100,13.5,20,90,500.0,0.0,0.0,Yes,Yes
Gravelord Sword,Straight Swords,Regular,99/0/0/0/0,45/30/25/25/30,0/0/0,8/10/0/0,D/C/-/-,110,2.0,30,65,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Normal Shields,Unique,103/0/0/0/0,100/65/35/70/60,0/0/0,12/0/0/0,D/-/-/-,100,5.0,50,80,300.0,0.0,0.0,Yes,No
Dragon Slayer Spear,Curved Swords,Regular,88/0/0/0/0,35/25/25/25/25,0/30/0,7/19/0/0,E/B/-/-,100,1.5,25,55,100.0,0.0,0.0,Yes,Yes
Uchigatana,Axes,Regular,125/0/0/0/0,45/30/25/25/30,0/0/0,16/13/0/0,D/D/-/-,100,4.0,30,80,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Staves,Unique,89/0/0/0/0,25/25/10/10/15,0/0/0,8/0/12/12,D/-/-/A,100,2.5,15,55,1000.0,241.0,0.0,No,No
Old King's Great Hammer,Normal Shields,Unique,103/0/0/0/0,100/65/35/70/60,0/0/0,12/0/0/0,D/-/-/-,100,5.0,50,80,300.0,0.0,0.0,Yes,No
Noble's Estoc,Greatswords,Regular,134/0/0/0/0,50/35/30/30/35,0/0/0,19/13/0/0,C/E/-/-,100,9.0,40,85,100.0,0.0,0.0,Yes,No
Malenia's Winged Blade,Straight Swords,Regular,110/0/0/0/0,55/35/30/30/35,0/0/0,16/15/0/0,C/D/-/-,100,4.5,35,80,500.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Ultra Greatswords,Boss,151/0/79/0/0,60/45/40/40/45,0/0/0,26/10/0/0,D/D/D/D,100,14.0,45,115,0.0,0.0,0.0,No,No
Gravelord Sword,Spears,Regular,105/0/0/0/0,40/25/20/20/25,0/0/0,13/11/0/0,D/D/-/-,100,6.5,20,55,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Straight Swords,Regular,103/0/0/0/0,45/35/25/25/35,0/0/0,11/18/0/0,D/D/-/-,110,4.0,35,80,500.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Crossbows,Bow,78/0/0/0/0,0/0/0/0/0,0/0/0,18/8/0/0,-/-/-/-,100,6.0,0,50,100.0,0.0,50.0,No,No
Black Knight Halberd,Spears,Regular,39/0/96/0/0,40/25/20/20/25,0/0/0,10/12/0/0,D/D/-/-,100,5.0,20,25,100.0,0.0,0.0,No,No
Dragonscale Blade,Bows,Unique,82/0/0/0/0,-/-/-/-/-,0/0/0,8/20/0/0,E/D/-/-,100,2.5,-,50,300.0,0.0,49.0,No,No
Great Club,Whips,Boss,79/0/0/0/0,25/15/10/10/15,0/34/0,10/12/0/17,C/E/-/B,100,3.5,10,50,1000.0,201.0,0.0,No,No
Darkmoon Bow,Greatswords,Boss,147/0/0/0/0,50/35/30/30/35,0/0/0,19/13/0/0,C/D/-/-,100,9.0,40,55,2000.0,0.0,0.0,No,No
Great Club,Hammers,Regular,113/0/0/0/0,45/30/25/25/30,0/0/0,12/10/0/0,C/E/-/-,100,4.5,30,70,100.0,0.0,0.0,Yes,Yes
Noble's Estoc,Bows,Bow,82/0/0/0/0,-/-/-/-/-,0/0/0,9/14/0/0,E/D/-/-,100,4.0,-,50,100.0,0.0,50.0,No,No
Black Knight Halberd,Normal Shields,Unique,63/0/0/0/0,73/79/69/69/72,0/0/0,8/12/0/0,D/-/-/-,100,3.5,42,65,300.0,0.0,0.0,Yes,No
Blasphemous Blade,Chimes,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,3/0/0/14,D/-/-/A,100,0.5,10,50,100.0,232.0,0.0,No,No
Old King's Great Hammer,Daggers,Boss,106/0/0/0/0,35/20/15/15/20,0/0/0,8/14/0/0,E/E/-/-,110,2.0,20,50,50.0,0.0,0.0,No,No
Lothric Knight Sword,Spears,Unique,97/0/0/70/0,50/30/25/25/30,0/0/0,20/20/0/0,D/C/-/D,100,9.5,25,80,1000.0,0.0,0.0,No,No
Dragon Slayer Spear,Spears,Regular,104/0/0/0/0,40/25/20/20/25,0/0/0,11/10/0/0,D/C/-/-,100,4.5,20,65,100.0,0.0,0.0,Yes,Yes
Great Club,Greatshields,Regular,106/0/0/0/0,84/59/63/66/59,0/0/0,16/0/0/0,D/-/-/-,100,7.0,63,105,350.0,0.0,0.0,Yes,Yes
